SMILES,pCHEMBL,Molecular Weight,logP
COc1ccc(CCN2C3C4C5CC6C7C5C3C7C2(O)C64)cc1,5.8,309.41,2
COc1cnccc1C(=O)NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,8.37,477.56,2.16
CCCCN(CCc1ccccc1)CCc1cccc(O)c1,7.96,297.44,4.28
O=C(CCc1ccncc1)NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,8.78,475.59,2.47
O=C(NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5)c1ccncc1Br,8.55,526.43,2.91
O=C(NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5)c1ccncn1,8.92,448.52,1.54
CN1CCC23c4c5ccc(O)c4OC2c2ncc(-c4ccc(Cl)cc4)cc2CC3(OCC=Cc2ccccc2)C1C5,8.81,563.1,6.76
O=C(Nc1ccc(=O)[nH]c1)c1nc2ccccc2n(C2CC3CCC(C2)N3C2CCCCCCC2)c1=O,6.79,501.63,4.62
O=C(Nc1ccc(=O)[nH]c1)c1nc2ccccc2n(C2CC3CCC(C2)N3C2CCCCCCC2)c1=O,5.58,501.63,4.62
O=C(Nc1ccc(I)cc1)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3,9.0,556.49,6.76
COC(=O)C1CC(I)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,6.19,500.33,3.87
COC(=O)C1CC(Br)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,6.55,453.33,3.83
CCC(C)(C)Sc1nc2cc(Cl)c(N3CCN(CCO)CC3)cc2[nH]1,6.8,382.96,3.61
O=Cc1ccc(C(=O)NCC(=O)NC2CCC3(O)C4Cc5ccc(O)c6c5C3(CCN4CC3CC3)C2O6)cc1C=O,9.15,559.62,1.5
C=C(C)CN1CCC23c4c5ccc(O)c4OC2c2[nH]c4ccccc4c2CC3(O)C1C5,5.42,414.51,3.74
COC(=O)C12CN(C)CC(C(=O)OC)(C1=O)C(c1cccc(C)c1)N(C)C2c1cccc(C)c1,6.09,464.56,2.86
O=C1NC2CCCCC2N1C1CCN(C2CCC3CCCCC3C2)CC1,5.86,359.56,4.15
O=C(O)CN1CN(c2ccccc2)C2(CCN(C(=O)OCc3cc4c(cc3Cl)OCO4)CC2)C1=O,5.18,501.92,2.93
COc1ccc(CN2CCC(n3c(O)nc4ccccc43)CC2)c(Cl)c1,6.57,371.87,4.24
CC(C)(C)NC(=O)NCC1Cc2ccccc2CN1C(S)=NCC1CCCN1C(=O)c1ccccc1,6.39,507.7,4.1
COc1ccc2c3c1OC1C(=O)CCC4(NC(=O)C=Cc5ccc([N+](=O)[O-])cc5)C(C2)N(CC2CC2)CCC314,7.41,529.59,3.57
CN(C(=O)C1CCc2ccccc2O1)C(CN1CCC(O)C1)c1ccccc1,7.52,380.49,2.65
O=C(CCCCCCCCC(=O)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3)Nc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3,8.06,788.17,11.07
CN(C(=O)Cc1cccc(N)c1)C(CN1CCCC1)c1ccccc1,9.03,337.47,3.11
CN1CC2CN(c3ccccc3)C3(CCN(C4CCCCCCCCC4)CC3)C2C1,7.57,409.66,5.41
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,6.58,285.34,1.2
CN1CCC23c4c5cccc4OC2CCCC3C1C5,6.23,255.36,2.75
CN1CCC23c4c5cccc4OC2C(O)CCC3C1C5,5.31,271.36,1.72
COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3nc(C)no3)CC12C,7.25,448.47,2.1
COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(C3CCOC3)CC12C,8.43,436.5,2.07
COC(=O)C1CC(OC(C)=O)C(=O)C2C3(C)CC(C4(O)C(OC)OC(OC)C4O)CC(=O)C3CCC12C,5.15,526.58,0.77
O=C(NCc1ccccc1)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3,9.52,444.62,5.83
OC1(c2ccccc2)CCN(C(Cc2ccccc2)c2ccccc2)CC1,6.54,357.5,4.95
O=C(Nc1ccccc1)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CC1)CC3,10.34,416.57,5.77
CNC(=O)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CC1)CC3,8.47,354.49,3.87
CNC(=O)Oc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,8.48,314.43,3.09
CCC(C)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)O,9.64,1603.99,
O=C(OC1CCCCC1)N1CCC(c2ccccc2)(c2nccn2Cc2ccccc2)CC1,6.92,443.59,5.78
OC1(c2ccc(Br)cc2)CCN(C(c2ccccc2)c2ccccc2)CC1,5.58,422.37,5.52
OC1(c2ccc(F)cc2)CCN(C(c2ccccc2)c2ccccc2)CC1,6.12,361.46,4.9
O=C1NCN(c2ccccc2)C12CCN(C(c1ccc(F)cc1)c1ccc(F)cc1)CC2,5.7,433.5,4.48
Cc1ccccc1C(c1ccccc1)N1CCC2(CC1)C(=O)NCN2c1ccccc1,6.24,411.55,4.51
O=C1NCN(c2ccccc2)C12CCN(CC1CCCCC1)CC2,6.29,327.47,3
COCCOCC(=O)OCC1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,6.21,520.58,3.03
CC(=O)OC1CC(COC(=O)C2CC2)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,6.45,472.53,3.78
CN(CC(=O)N1CCN(C(=O)Nc2ccccc2)CC1CN1CCCC1)c1ccc(Cl)c(Cl)c1,5.4,504.46,4.27
CN1CCC23Cc4c(c5ccccc5n4C)CC2(Cc2ccc(O)cc23)C1,7.21,358.49,3.8
OC1(c2ccco2)CCN(C(c2ccccc2)c2ccccc2)CC1,5.02,333.43,4.35
OC1(CCCc2ccccc2)CCN(C(c2ccccc2)c2ccccc2)CC1,5.74,385.55,5.63
CCC12CCN(CC3CC3)C(C(=O)c3ccc(C(=O)NCCc4ccc(-c5ccccc5)cc4)cc31)C2C,8.89,506.69,6.29
CC1C2Cc3ccc(C(=O)NCCc4ccc(-c5ccccc5)cc4)cc3C1(C)CCN2CC1CC1,9.46,478.68,6.26
CC1C2Cc3ccc(C(=O)NCCCc4ccccc4)cc3C1(C)CCN2CC1CC1,8.52,416.61,4.98
OC1(c2ccccc2F)CCN(C(c2ccccc2)c2ccccc2)CC1,5.76,361.46,4.9
CC1C2Cc3ccc(C(=O)NCCCc4ccc(-c5ccccc5)cc4)cc3C1(C)CCN2CC1CC1,8.57,492.71,6.65
CC1C2Cc3ccc(C(=O)NCCc4ccc(-c5ccccc5)cc4)cc3C1(C)CCN2CC1CC1,8.07,478.68,6.26
CN1c2ccccc2C(c2ccccc2)=NCC1CCNC(=O)c1cccs1,8.89,389.52,4.22
O=C(NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5)c1ccccn1,6.65,447.54,2.15
O=C(NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5)c1ccc(C(F)(F)F)cc1.O=C(O)C(=O)O,9.2,604.58,3.77
C1=C(c2ccccc2)c2ccccc2OC12CCNCC2,5.47,277.37,3.63
O=C1Cc2ccccc2N1C1CCN(C2CCCCCCC2)CC1,6.56,326.48,4.15
CCCC1CCC(N2CCC(N3C(=O)Cc4ccccc43)CC2)CC1,6.72,340.51,4.4
CN(C(=O)CNc1ccc(Cl)c(Cl)c1)C(CN1CCC(O)C1)c1ccccc1,9.57,422.36,3.67
CN1CCC2(c3cccc(O)c3)CC3CCCCC3C1C2,7.66,285.43,3.93
CN(CC(=O)N(C)C(CN1CCC(O)C1)c1ccccc1)c1ccc(C#N)cc1,8.64,392.5,2.26
NC(=O)C1(c2ccc(F)cn2)CC2CCC(C1)N2C(c1ccccc1Cl)c1ccccc1Cl,5.79,484.4,5.67
CCC1C(=O)N(C2CCN(C3CCC(C(C)C)CC3)CC2)c2ccccc21,7.08,368.57,5.21
O=C1CCc2ccccc2N1C1CCN(C2CCCCCCC2)CC1,7.42,340.51,4.54
CC(c1ccccc1)N1CCC(N2C(=O)Cc3ccccc32)CC1,7.54,320.44,3.8
Oc1ccc2c3c1OC1c4c(c5c(n4Cc4ccccc4)C4Oc6c(O)ccc7c6C46CCN(CC4CC4)C(C7)C6(O)C5)CC4(O)C(C2)N(CC2CC2)CCC314,5.72,751.92,5.35
CC1c2c(c3c(n2Cc2ccccc2)C2Oc4c(O)ccc5c4C24CCN(C)C(C5)C4(O)C3)CC2(O)C3Cc4ccc(O)c(O)c4C12CCN3C,7.6,687.84,4.16
CC1CCC2(c3cccc(O)c3)CCN(C)C1C2,7.41,245.37,3.15
C=CCC(=O)OC1CC(C(=O)OC)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,8.0,458.51,3.56
COC(=O)C1CC(OC(=O)C=Cc2ccc([N+](=O)[O-])cc2)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,6.55,565.58,4.6
COC(=O)C1CC(OC(=O)C=Cc2ccccc2C(F)(F)F)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,6.89,588.58,5.71
COC(=O)C1CC(OC(=O)C=Cc2cc(OC)ccc2OC)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,7.42,580.63,4.71
COC(=O)C1CC(OC(=O)C=Cc2ccccc2C(F)(F)F)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,7.7,588.58,5.71
COC(=O)C1CC(OC(=O)C=Cc2cccnc2)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,5.75,521.57,4.09
CCN(CC)C(=O)c1ccc(C2(c3cccc(O)c3)CCN(CCc3ccccc3)CC2)cc1,7.02,456.63,5.5
CN(C(=O)Cc1ccccc1)C1CCC2(CCCO2)CC1N1CCCC1,7.1,356.51,3.25
CCN(CC)C(=O)c1ccc(N(c2cccc(OC)c2)C2CCN(CCc3ccccc3)CC2)cc1,5.44,485.67,6.02
COC(=O)c1coc(C2CC3(C)C(CCC4(C)C(C(=O)OC)CC(OC(C)=O)C(=O)C43)C(=O)O2)n1,5.07,491.49,2.18
CC1CN2CCN(Cc3cccs3)CC2CC1(C)c1cccc(O)c1,7.43,356.54,3.94
CC1CN2CCN(CC3CCCCC3)CC2CC1(C)c1cccc(O)c1,7.44,356.55,4.26
CC1CN2CCN(Cc3cccc4ccccc34)CC2CC1(C)c1cccc(O)c1,6.64,400.57,5.03
COC12CCC3(CC1CNCC=Cc1ccc(Cl)cc1)C1Cc4ccc(O)c5c4C3(CCN1C)C2O5,8.0,507.07,4.79
COc1ccc2c3c1OC1C4(OC)CCC5(CC4CNCC=Cc4ccccc4)C(C2)N(C)CCC315,7.58,486.66,4.44
COC12C=CC3(C4CN(C(=O)C=Cc5ccccc5C)CC41)C1Cc4ccc(O)c5c4C3(CCN1C)C2O5,8.4,510.63,3.7
COC12CCC3(CC1CNC(=O)C=Cc1ccc(C)cc1)C1Cc4ccc(O)c5c4C3(CCN1C)C2O5,8.01,500.64,3.97
COC12CCC3(CC1CNC(=O)C=Cc1ccccc1Cl)C1Cc4ccc(O)c5c4C3(CCN1C)C2O5,8.45,521.06,4.32
CN(CC(=O)N1CCN(c2ccc(F)c(F)c2)CC1CN1CCCC1)c1ccc(Cl)c(Cl)c1,8.2,497.42,4.52
Cn1cc(C2CCN(C3Cc4cccc5cccc3c45)CC2O)c2cccnc21,5.37,383.5,4.17
CC(C)(C)c1cccc(-c2nncn2-c2cccc(O)c2)c1,5.82,293.37,3.94
Cc1ccccc1CN1CCN2CC(C)C(C)(c3cccc(O)c3)CC2C1,7.82,364.53,4.18
C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,9.92,339.44,2.51
CC1CN2CCN(CCCc3ccccc3)CC2CC1(C)c1cccc(O)c1,6.02,378.56,4.31
Cl.OCCCOc1ccc2c(c1)C13CCCCC1(O)C(C2)N(CC1CCC1)CC3,8.07,422.01,3.42
Clc1ccc(CSc2nnc(-c3ccccn3)n2Cc2cccs2)c(Cl)c1,5.09,433.39,6.05
CC1CN(CCc2ccccc2)CCC1(C)c1cccc(C(N)=O)c1,7.02,336.48,3.63
COc1ccc(S(=O)(=O)N2CCN(C(=O)Cn3c(=O)oc4ccc(Cl)cc43)C(CN3CCCC3)C2)c(Br)c1OC,5.89,657.97,3.03
Brc1ccc(CSc2nnc(-c3ccccn3)n2Cc2ccco2)cc1,5.25,427.33,5.04
COc1cc2ccccc2cc1C(=O)Nc1sc2c(c1C(N)=O)CCN(C(C)C)C2.Cl,4.83,460,4.03
C(=Cc1ccccc1)CSc1nnc(-c2ccccn2)n1Cc1ccco1,5.28,374.47,4.79
O=C1NCN(c2ccccc2)C12CCN(C(c1ccccc1)c1ccccc1)CC2,6.86,397.52,4.2
CCCN1CN(c2ccccc2)C2(CCN(C(c3ccccc3)c3ccccc3)CC2)C1=O,5.87,439.6,5.33
CC(C)NCCN1CN(c2ccccc2)C2(CCN(C(c3ccccc3Cl)c3ccccc3Cl)CC2)C1=O,6.33,551.56,6.22
CNCCN1CN(c2ccccc2)C2(CCN(Cc3c(Cl)cccc3Cl)CC2)C1=O,7.17,447.41,3.85
CCCCNCCN1CN(c2ccccc2)C2(CCN(Cc3c(Cl)cccc3Cl)CC2)C1=O,8.0,489.49,5.02
COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(C3CC(OC)OC3OC)CC12C,6.9,496.55,2.02
COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(C3=NCCO3)CC12C,6.52,435.47,1.46
COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OCCC12C,5.47,366.41,1.67
CCC(c1ccccc1)N1CCC(O)(c2ccccc2)CC1,5.85,295.43,4.12
CC(C)CC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(C)NC(=O)C(N)Cc1ccc(O)cc1)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(Cc1ccc(I)cc1)C(=O)N1CCCC1C(=O)NC(CCCCN)C(=O)O,7.85,1352.39,
CCOC(=O)N1CCC(c2ccccc2)(c2nccn2C(C)c2ccccc2)CC1,7.21,403.53,5.03
CC1C2Cc3cc(N)c(C(N)=O)cc3C1(C)CCN2CC1CC1,7.5,313.44,2.3
CC1C2Cc3cc([N+](=O)[O-])c(C(N)=O)cc3C1(C)CCN2CC1CC1,6.96,343.43,2.63
CC1C2Cc3cc4ncnc(NCc5ccccc5)c4cc3C1(C)CCN2CC1CC1,7.32,412.58,5.18
CCOC(=O)N1CCC(c2ccccc2)(c2nccn2Cc2cccc(OC)c2)CC1,6.44,419.53,4.48
COCC(=O)N1CCC(c2ccccc2)(c2nccn2Cc2ccccc2)CC1,6.21,389.5,3.49
Nc1nc2c(s1)CC1C3Cc4ccc(O)cc4C1(CCN3CC1CC1)C2,9.47,367.52,3.12
COc1ccc2c3c1OC1C4(OC)CCC5(CC4CNC(=O)C=Cc4ccccc4C)C(C2)N(C)CCC315,7.13,514.67,4.28
CC1C2CCCCN2CCC1(C)c1cccc(O)c1,7.16,259.39,3.54
COc1ccc2c3c1OC1C4(OC)CCC5(CC4CNC(=O)C=Cc4ccccc4C)C(C2)N(C)CCC315,7.68,514.67,4.28
COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,7.42,432.47,3
O=C(NN=Cc1ccccn1)c1sc2ccccc2c1Cl,5.17,315.79,3.71
COc1ccc(C(=O)Nc2ccccc2C(=O)NN=Cc2ccccn2)cc1OC,5.1,404.43,3.12
Cc1cccc(Cc2cnc(N3C(=N)SC(C)C3=O)s2)c1,5.25,317.44,3.45
COc1ccc(OC)c2c1C(=O)C(Cl)=C(Cl)C2=O,4.93,287.1,2.77
Cc1ccc(CN2C3CCCC2CC(NC(=O)c2ccc(F)cc2)C3)cc1,5.11,366.48,4.45
CC(=O)Nc1ccc(NC(=O)C(C)OC(=O)c2ccccc2C(=O)c2ccc(Cl)c([N+](=O)[O-])c2)cc1,5.09,509.9,4.62
O=C(C#Cc1cccc([N+](=O)[O-])c1)c1ccccc1,4.64,251.24,2.83
CC(NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)(C)NC(=O)CNC(=O)C(NC(=O)C(Cc1ccc(F)cc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc1ccccc1)C(C)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(N)=O,8.36,1940.23,
O=[N+]([O-])c1ccc(CSc2nnc(-c3ccccn3)n2Cc2cccs2)cc1,6.02,409.5,4.65
FC(F)(F)c1ccc(CSc2nnc(-c3ccccn3)n2Cc2ccco2)cc1,5.91,416.43,5.29
N#Cc1ccc(C2(O)CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,4.21,368.48,4.63
C=CC(C)C(=O)OC1CC(C(=O)OC)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,7.43,472.53,3.8
COc1ccc(CC2CN3C(=NCC3C(C)C)N2CC(C)NC(=O)c2ccc(C)c(Br)c2)cc1,5.68,527.51,4.51
N#Cc1ccccc1C(=O)Nc1nc2ccccc2n1CCN1CCCC1,5.91,359.43,3.26
CN1CCC23CCCCC2C1Cc1ccc(O)cc13,8.64,257.38,3.08
O=C(Nc1nc2cccnc2n1CCN1CCCC1)c1ccc(Cl)cc1,7.43,369.86,3.43
O=C(Nc1nc2ccccc2n1CCN1CCCC1)c1cc2ccccc2s1,7.66,390.51,4.6
O=C(Nc1nc2ccccc2n1CCN1CCCC1)c1cnccn1,5.69,336.4,2.17
NS(=O)(=O)c1ccc(C(=O)Nc2nc3ccccc3n2CCN2CCCC2)cc1,5.53,413.5,2.03
Cc1ccc(C(c2ccc(C)cc2)N2CCC(O)(c3ccccc3CN)CC2)cc1,5.98,400.57,4.84
CCCCCC(c1ccccc1)N1CCC(O)(c2ccccc2CN)CC1,7.52,366.55,4.75
NCc1ccccc1C1(O)CCN(C(c2ccccc2)c2ccccc2)CC1,5.78,372.51,4.22
Cc1ccsc1C1(O)CCN(C(c2ccccc2)c2ccccc2)CC1,5.59,363.53,5.13
O=C(Nc1ccccc1)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3,8.66,430.59,6.16
O=C(OCc1ccc2nsnc2c1)N1CCC2(CC1)C(=O)NCN2c1ccccc1,5.83,423.5,2.76
CC(C)C1CCC(N2CCC3(CC2)C(=O)N(C)Cc2ccccc23)CC1,6.25,354.54,4.21
O=C(NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5)c1ccccc1,9.11,446.55,2.75
O=C(NC1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5)c1ccc(Cl)c(Cl)c1,10.0,515.44,4.06
CC(C)(C)C1CCC(N2CCC3(CC2)C(=O)N(Cc2ccccc2)Cc2cc(F)ccc23)CC1,5.96,462.65,6.31
COC(=O)c1ccc(C(=O)NC2CCC3(O)C4Cc5ccc(O)c6c5C3(CCN4CC3CC3)C2O6)cc1,9.14,504.58,2.54
CN(C)c1cccc(C(=O)NC2CCC3(O)C4Cc5ccc(O)c6c5C3(CCN4CC3CC3)C2O6)c1,8.77,489.62,2.82
COc1ccc(C(c2ccc(OC)cc2)N2CCC(O)(c3ccccc3)CC2)cc1,5.54,403.52,4.78
OC1(c2ccccc2)CCN(C(c2ccccc2F)c2ccccc2F)CC1,5.93,379.45,5.04
C=CCNC(=O)OC1CC(C(=O)OC)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,6.92,473.52,3.35
CC1C2Cc3cc4ncnc(N)c4cc3C1(C)CCN2CC1CC1,6.25,322.46,3.15
CC(Sc1nnc(CN2CCCC2)n1Cc1ccccc1)C(=O)Nc1ccc(F)cc1,5.48,439.56,4.18
CN(C(=O)Cc1ccc(C(F)(F)F)cc1)C(CN1CCCC1)c1cccc(NS(C)(=O)=O)c1,9.44,483.56,3.91
OC(CCCCC(O)COc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3)COc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3,8.48,765.14,9.14
OC(COc1ccccc1)COc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3,7.66,461.65,5.36
COC(=O)C1CC(OC(=O)c2cccs2)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,6.58,500.57,4.36
Cc1cccc(-n2ccnc2CN2CCC(CO)(Cc3ccccc3)CC2)c1,5.25,375.52,4
Cc1ccc(S(=O)(=O)N2CCc3cc(C(=O)NCCN(Cc4ccccc4)C(C)C)ccc3C2)cc1,7.33,505.68,4.38
CCCCc1ccc(S(=O)(=O)NCc2ccc(C(=O)NCCN(Cc3ccccc3)C(C)C)cc2)cc1,5.52,521.73,5.15
CC(C)CCNCc1ccc(N2CCCc3cc(C(N)=O)ccc32)cc1,6.3,351.49,4.01
COc1ccc(N2CCN(CCCNC(=O)Cn3c(=O)c4cccn4c4c(C)ccnc43)CC2)c(OC)c1,6.65,518.62,2.3
Cc1ccc(S(=O)(=O)NCc2ccc(C(=O)NCCN(Cc3ccccc3)C(C)(C)C)cc2)cc1,7.27,493.67,4.5
CNC1CC(C(=O)OC)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,6.48,403.48,2.66
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,8.0,327.38,1.3
CC1C2Cc3ccc(O)cc3C1(C)CCN2C,6.92,231.34,2.55
CC1C2Cc3ccc(C(N)=O)cc3C1(C)CCN2C,7.72,258.36,1.94
CC1C2C(=O)c3ccc(C(N)=O)cc3C1(C)CCN2CC1CC1,8.02,312.41,2.36
CC1C2Cc3ccc(C(N)=O)cc3C1(C)CCN2CCc1ccccc1,6.19,348.49,3.55
O=C(Cc1cccc2ccccc12)N1CCN(c2ccccc2)CC1CN1CCCC1,8.8,413.57,4.2
Cc1cc(O)cc(C)c1CC(N)C(=O)N1Cc2cc(-c3ccccc3)ccc2CC1C(=O)O,5.24,444.53,3.58
O=C1NCN(c2ccccc2)C12CCN(C1CCc3c(Cl)ccc(Cl)c3C1)CC2,7.33,430.38,4.28
CC(=O)NC(CCCNC(N)=O)C(=O)NC(CC1CCCCC1)C(=O)NC1CCC2CCCC(C(=O)NC(CCCN=C(N)N)C(=O)NC(Cc3ccc(Cl)cc3)C(N)=O)N2C1=O,5.37,901.51,-0.17
CN(C(=O)Cc1cccc2ccsc12)C1CCCCC1N1CCCC1.Cl,7.77,393,4.31
Cc1c(-c2ccccc2)c2c(n1Cc1ccccc1)C1Oc3c(O)ccc4c3C13CCN(CC1CC1)C(C4)C3(O)C2,6.74,544.7,5.92
Cc1cc(N2CCCc3cc(C(N)=O)ccc32)ccc1CNC1Cc2ccccc2C1,6.8,411.55,4.44
NC(=O)c1ccc2c(c1)CCCN2c1ccc(CNCCc2cccs2)cc1,6.2,391.54,4.26
CC(C)(C)c1ccc(-n2nc(C#N)c(Cl)cc2=O)cc1,5.4,287.75,3.06
Cc1ccc(S(=O)(=O)NCc2ccc(C(=O)NCCN(Cc3ccccc3)C(C)C)cc2)cc1,6.09,479.65,4.11
COc1ccc(C(=O)C(=Cc2ccco2)N2C=CC=CC2=C(C#N)C#N)cc1,4.75,369.38,4.2
CC(=O)O.Cc1nc2scc(-c3ccccc3)c2c(=O)n1N=C1C=CC(=O)C=C1,4.78,407.45,3.33
N#CC(C#N)=C1C=CC=CN1C(=Cc1ccco1)C(=O)c1ccccc1,4.72,339.35,4.19
CN(C(=O)CCC(=O)Nc1cccnc1)C(CN1CCC(O)C1)c1ccccc1,6.55,396.49,2.07
CN(C(=O)CC(=O)NCc1ccccc1)C(CN1CCC(O)C1)c1ccccc1,7.82,395.5,1.96
CCCC(=O)OCCNc1cc(Sc2nccn2C)c2nonc2c1[N+](=O)[O-],4.51,406.42,2.77
COC(=O)c1cccc(CN2CCN3CC(C)C(C)(c4cccc(O)c4)CC3C2)c1,6.85,408.54,3.66
CC1CN2CCN(Cc3ccccc3Cl)CC2CC1(C)c1cccc(O)c1,7.8,384.95,4.53
Cc1ccccc1CN1CCN2CC(C)C(C)(c3cccc(O)c3)CC2C1,7.52,364.53,4.18
COC(=O)C1CC(O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,6.55,390.43,2.43
COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3Br)CC12C,8.52,511.37,3.76
COc1ccc(CC2CN3C(=NCC3C)N2CCC2CC3CCC2C3)cc1,7.07,367.54,3.81
CC(c1ccc2c(c1)Cc1ccccc1-2)N1CCC(N2C(=O)Cc3ccccc32)CC1,7.13,408.55,5.37
O=C(NCc1ccccc1)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CC1)CC3,8.96,430.59,5.44
Cc1cc(O)cc(C)c1CC(N)C(=O)N1Cc2ccccc2CC1CN=C(S)NC(C)(C)C,7.61,468.67,3.51
O=C(Cc1cccc2occc12)NCC12CCCN1CCC2,6.03,298.39,2.72
CC1CN2CCCCC2CC1(C)c1cccc(O)c1,6.28,259.39,3.54
CC1C2CCC(c3ccccc3)CN2CCC1(C)c1cccc(O)c1,7.0,335.49,4.94
CC1CN2CC(c3ccccc3)CCC2CC1(C)c1cccc(O)c1,6.37,335.49,4.94
C=CCOCC1Cc2ccccc2CN1C(=O)C(N)Cc1c(C)cc(O)cc1C,5.84,394.52,3.03
CNC(c1cccc(O)c1)C(C)(C)C(=O)NCC1CC1,7.12,276.38,2.21
COc1ccc(CC2CN3C(=NCC3C3CCCCC3)N2C(C)C23CC4CC(CC(C4)C2)C3)cc1,5.31,475.72,6.15
COCCNC1c2ccccc2CCC1c1ccsc1,5.66,287.43,3.76
CCN(C)C(=O)c1ccc(C2(c3cccc(O)c3)CCCN(CC3CC3)C2)cc1,7.18,392.54,4.28
CCN(CC)C(=O)c1ccc(C2(c3cccc(O)c3)CCCN(Cc3nccs3)C2)cc1,6.79,449.62,4.91
OC1(c2ccccc2)CCN(C(c2ccccc2)c2ccccc2F)CC1,5.83,361.46,4.9
CCc1ccccc1C(c1ccccc1)N1CCC(O)(c2ccccc2)CC1,6.27,371.52,5.32
OC1(c2ccccc2)CCN(C(c2ccccc2)c2ccc(C(F)(F)F)cc2)CC1,5.37,411.47,5.78
CCCCCCC(c1ccccc1)N1CCC(O)(c2ccccc2)CC1,6.47,351.53,5.68
CCCCCC(c1ccccc1)N1CCC(O)(c2ccccc2)CC1,6.66,337.51,5.29
O=C(NCc1ccccc1)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CC1)CC3,9.85,430.59,5.44
